player_name,elo,hard_elo,clay_elo,grass_elo,rank,rank_points,age,ht,is_left,matches_played,win_last_5,win_last_25,win_last_50,win_last_100,elo_grad_20,elo_grad_35,elo_grad_50,elo_grad_100
Olivier Mutis,1757.6987105800638,1684.6625419644577,1891.9832040651925,1796.8158802717849,125.0,345.0,47.1,175.0,0,109,0.2,0.32,0.4,0.4067796610169492,-75.1046145367036,-107.03765486453199,-63.85620247812244,-37.22688391968745
Darius Florin Bragusi,1400.0,1400.0,1400.0,1400.0,942.0,9.0,31.7,185.67156964873536,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Alexandre Simoni,1723.2728765772638,1784.7980837813443,1784.555447229528,1762.31099165646,301.0,114.0,45.7,188.0,0,82,0.2,0.24,0.3125,0.3125,-76.57607273446706,-64.85352253170436,-64.85352253170436,-64.85352253170436
Sargis Sargsian,1776.4320753833579,1887.0966278690491,1910.9979635928842,1883.9223379830016,391.0,74.0,51.7,180.0,0,371,0.2,0.36,0.32,0.41,-106.81485503804947,-160.37097044703023,-215.77227042721552,-174.97462847156066
Marc Fornell Mestres,1613.005426238439,1613.005426238439,1613.005426238439,1613.005426238439,284.0,132.0,43.1,185.67156964873536,0,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Chu Huan Yi,1381.7322869970383,1381.7322869970383,1381.7322869970383,1381.7322869970383,514.0,54.0,37.4,178.0,1,1,0.0,0.0,0.0,0.0,-18.267713002961727,-18.267713002961727,-18.267713002961727,-18.267713002961727
Potito Starace,1622.7603410394192,1422.2783058252712,1889.5870745139289,1515.1887352633896,176.0,304.0,43.8,188.0,0,364,0.4,0.36,0.38,0.45,-48.62677170414668,-83.85692341913227,-109.3577315683226,-142.62523142424857
Ergun Zorlu,1400.0,1400.0,1400.0,1370.771026159738,866.0,11.0,40.3,185.67156964873536,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Xin Gao,1400.0,1400.0,1400.0,1400.0,944.0,14.0,31.3,180.0,0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Miguel Angel Este,1378.0782162834425,1400.0,1400.0,1378.0782162834425,1336.0,4.0,26.3,186.27336318231923,0,1,0.0,0.0,0.0,0.0,-21.921783716557457,-21.921783716557457,-21.921783716557457,-21.921783716557457
Billy Harris,1508.8179292345906,1441.387525525059,1508.8179292345906,1465.6855451085248,106.0,552.0,30.6,193.0,0,14,0.4,0.5714285714285714,0.5714285714285714,0.5714285714285714,108.81792923459057,108.81792923459057,108.81792923459057,108.81792923459057
Isak Arvidsson,1330.389135916618,1339.7274415101672,1400.0,1330.389135916618,569.0,57.0,32.4,188.0,0,8,0.0,0.0,0.0,0.0,-69.61086408338201,-69.61086408338201,-69.61086408338201,-69.61086408338201
Maxim Bulat,1374.0067869355748,1374.0067869355748,1374.0067869355748,1374.0067869355748,2000.0,0.0,28.3,185.67156964873536,0,1,0.0,0.0,0.0,0.0,-25.993213064425163,-25.993213064425163,-25.993213064425163,-25.993213064425163
Ruben Bemelmans,1577.1142848209176,1504.1261019839571,1378.856592352461,1494.3904602270243,221.0,299.0,37.6,183.0,1,90,0.2,0.24,0.36,0.32222222222222224,-112.78655473252047,-99.80963363768137,109.3150726699248,177.11428482091765
Lefteris Alexiou,1419.2843042406012,1390.7874346116319,1400.0,1419.2843042406012,1332.0,2.0,43.1,185.67156964873536,0,3,0.3333333333333333,0.3333333333333333,0.3333333333333333,0.3333333333333333,19.28430424060116,19.28430424060116,19.28430424060116,19.28430424060116
